东廊	18	香港东区走廊	4	4.5
东影	265	东北电影制片厂	18	14.722222222222221
东汽	1814	东风汽车公司	922	1.967462039045553
东盟	99607	东南亚国家联盟	990	100.61313131313132
东航	13203	东方航空公司	1472	8.969429347826088
丝路	1901	丝绸之路	9663	0.1967297940598158
两制	24596	两种制度	455	54.05714285714286
严处	1333	严肃处理	9232	0.1443890814558059
严控	3616	严格控制	12044	0.30023248090335436
严斥	46	严厉斥责	90	0.5111111111111111
严治	5622	严格治理	47	119.61702127659575
严管	1962	严格管理	3740	0.5245989304812835
严罚	114	严肃处罚	97	1.175257731958763
个协	4595	个体协会	77	59.675324675324674
个唱	476	个人演唱会	319	1.4921630094043887
个税	8868	个人所得税	13263	0.6686270074643745
个贷	2005	个人贷款	1706	1.1752637749120751
中专	7771	中等专业学校	592	13.12668918918919
中博	3053	中央博物院	64	47.703125
中国	5108564	中华人民共和国	73184	69.80438347179711
中大	31647	中山大学	5872	5.3894754768392374
中委	2311	中央委员	10480	0.22051526717557252
中客	7302	中型客车	544	13.422794117647058
中工	3831	台湾中华工程公司	3	1277.0
中巴	17241	中型巴士	48	359.1875
中师	1921	中等师范学院	1	1921.0
中广	11028	台湾中国广播公司	6	1838.0
中总	4496	香港中华总商会	1340	3.355223880597015
中戏	456	中央戏剧学院	488	0.9344262295081968
中招	3098	高级中等学校招生	25	123.92
中控	1551	中央控制	376	4.125
中漆	9	中华制漆有限公司	4	2.25
中点	1187	中式点心	32	37.09375
中直	6252	中央直属机关	906	6.900662251655629
中知	655	中级知识分子	23	28.47826086956522
中秘	1491	中文秘书	21	71.0
中老	8197	中年老年	2	4098.5
中职	3670	中级职称	363	10.110192837465565
中芭	339	中央芭蕾舞团	597	0.5678391959798995
中野	774	中原野战军	87	8.89655172413793
中院	8046	中级人民法院	14712	0.5469004893964111
临客	3450	临时旅客列车	396	8.712121212121213
临屋	16	临时房屋	73	0.2191780821917808
临工	274	临时工	3478	0.07878090856814261
临建	335	临时建筑	402	0.8333333333333334
临快	46	临时快车	19	2.4210526315789473
临管	115	临时管理	916	0.12554585152838427
主创	34363	主要创作	56	613.625
主因	5726	主要原因	43627	0.131248997180645
主控	1303	主要控制	260	5.0115384615384615
主政	13847	主持政务	8	1730.875
主礼	878	主持典礼	39	22.512820512820515
主秘	306	主任秘书	338	0.9053254437869822
主计	3000	主任会计	19	157.89473684210526
主险	282	主要保险	82	3.4390243902439024
举协	207	举重协会	576	0.359375
举发	641	检举揭发	612	1.0473856209150327
举联	193	举重联合会	43	4.488372093023256
举证	3660	举例证明	16	228.75
义教	9551	义务教育	30567	0.3124611509143848
义消	164	义务消防队	132	1.2424242424242424
义演	2900	义务演出	120	24.166666666666668
义警	164	义务警察	10	16.4
义诊	2875	义务诊治	28	102.67857142857143
乌市	3824	乌鲁木齐市	8483	0.45078392078274193
乐疗	104	音乐治疗	108	0.9629629629629629
乐评	233	音乐评论	91	2.5604395604395602
乒协	2028	乒乓球协会	724	2.8011049723756907
乒总	242	乒乓球总会	109	2.220183486238532
乒球	202	乒乓球	34669	0.005826530906573596
乒联	174	乒乓球联合会	34	5.117647058823529
乔峰	64	乔戈里峰	371	0.1725067385444744
乔灌	216	乔木灌木	11	19.636363636363637
乘警	1370	乘务警察	1	1370.0
乙脑	478	乙型脑炎	216	2.212962962962963
乡企	572	乡镇企业	31019	0.01844031077726555
乡医	471	乡村医学	3	157.0
乡府	2	乡政府	5419	0.0003690717844620779
乡建	1419	乡村建设	281	5.049822064056939
乡邮	182	乡村邮递	37	4.918918918918919
书刊	3885	图书和期刊	18	215.83333333333334
书家	700	书法家	4942	0.141643059490085
书展	8744	书法作品展览	25	349.76
书画	23154	书法和绘画	109	212.42201834862385
书艺	355	书法艺术	1941	0.18289541473467286
书赛	57	书法比赛	177	0.3220338983050847
争创	4339	争取创建	12	361.5833333333333
争办	888	争取承办	30	29.6
二产	605	第二产业	3243	0.18655565834104224
二商	100	第二商业	12	8.333333333333334
二外	516	第二外国语学院	289	1.7854671280276817
二棉	46	第二棉纺织厂	37	1.2432432432432432
二毛	428	第二毛纺织厂	93	4.602150537634409
二汽	419	第二汽车制造厂	160	2.61875
二秘	233	二等秘书	144	1.6180555555555556
二轻	694	第二轻工业	7	99.14285714285714
云大	1106	云南大学	1107	0.999096657633243
五交	252	五金交电	135	1.8666666666666667
五小	1544	第五小学	124	12.451612903225806
亚乒	507	亚洲乒乓球	259	1.9575289575289576
亚姐	298	亚洲小姐	214	1.3925233644859814
亚裔	11444	亚洲人后裔	5	2288.8
亚青	1144	亚洲青年	1165	0.9819742489270387
交大	13821	交通大学	3139	4.402994584262504
交委	1819	交通委员会	401	4.5361596009975065
交市	752	交易市场	10903	0.0689718426121251
交投	4223	交易投资	79	53.45569620253165
交行	20305	交通银行	7439	2.7295335394542275
交警	33257	交通警察	1428	23.28921568627451
交运	2246	交通运输	27503	0.08166381849252809
交长	59	交通部长	2916	0.020233196159122085
产供	1502	生产供应	1274	1.1789638932496076
产学	6093	生产和教学	9	677.0
产研	1672	生产研究	98	17.06122448979592
产能	35252	生产能力	21487	1.6406199097128495
产销	19458	生产和销售	2758	7.055112400290065
产险	3210	产品险	2	1605.0
产需	1407	生产需求	187	7.524064171122995
京昆	695	京剧和昆剧	5	139.0
京棉	25	北京棉纺厂	1	25.0
京菜	222	北京菜系	3	74.0
京郊	3827	北京市郊区	70	54.67142857142857
亲美	1093	亲信美国	1	1093.0
亲邻	83	亲朋邻居	2	41.5
人医	2975	人民医院	16828	0.17678868552412647
人卫	1669	人民卫生	117	14.264957264957266
人均	97603	每人平均	429	227.51282051282053
人大	212985	人民代表大会	29685	7.174835775644265
人委	1986	人民委员会	833	2.3841536614645857
人教	3042	人事教育	103	29.533980582524272
人普	2553	人口普查	9339	0.27336973980083523
人武	12275	人民武装	2597	4.7266076241817485
人流	15325	人工流产	560	27.366071428571427
人美	1407	人民美术出版社	301	4.674418604651163
人艺	3575	人民艺术剧院	226	15.81858407079646
人防	4489	人民防空	867	5.17762399077278
从商	3401	从事商业	588	5.784013605442177
从影	758	从事电影工作	20	37.9
从政	18030	从事政务	5	3606.0
从教	4480	从事教育工作	411	10.900243309002432
从艺	1118	从事艺术工作	44	25.40909090909091
仓容	562	仓库容量	6	93.66666666666667
仓租	10	仓库租金	9	1.1111111111111112
仔裤	6	牛仔裤	2366	0.00253592561284869
代培	459	代为培养	10	45.9
代耕	252	代为耕种	2	126.0
代营	415	代为经营	13	31.923076923076923
代训	404	代替训练	6	67.33333333333333
代销	2219	代理与销售	1	2219.0
价改	1886	价格改革	3779	0.4990738290553056
任免	7817	任命和免职	13	601.3076923076923
仿冒	2108	仿制假冒	4	527.0
企办	33	企业办公室	55	0.6
企务	52	企业事务	137	0.3795620437956204
企协	196	企业家协会	937	0.20917822838847386
企改	2911	企业综合改革	8	363.875
企标	8	企业标准	496	0.016129032258064516
企登	19	企业登记	1184	0.016047297297297296
企管	334	企业管理	9619	0.034722944172990954
企财	133	企业财产	402	0.3308457711442786
企银	53	企业银行	345	0.1536231884057971
伊协	568	伊斯兰教协会	1018	0.5579567779960707
伊航	128	伊拉克航空公司	73	1.7534246575342465
伊阵	198	伊斯兰拯救阵线	132	1.5
伏休	75	伏季休渔	519	0.14450867052023122
休干	5465	离休退休干部	241	22.676348547717843
众院	6865	众议院	30271	0.22678471143999207
优分	27	优先分配	64	0.421875
优品	441	优质产品	1448	0.30455801104972374
优才	517	优秀人才	8016	0.06449600798403193
优教	215	优秀教师	2453	0.08764777823073787
优用	17	优先使用	381	0.04461942257217848
优种	242	优良品种	2669	0.0906706631697265
优稿	9	优秀稿件	39	0.23076923076923078
优诊	24	优先诊疗	1	24.0
优遇	26	优惠待遇	1060	0.024528301886792454
优长	670	优点和长处	93	7.204301075268817
伙委	6	伙食委员	7	0.8571428571428571
伙补	1	伙食补贴	159	0.006289308176100629
会商	9149	会谈商讨	17	538.1764705882352
会审	11254	会同审查	18	625.2222222222222
会展	19684	会议及展览	149	132.10738255033556
会所	12525	聚会场所	124	101.00806451612904
会统	4912	会计统计	7	701.7142857142857
会董	4782	总会董事	19	251.68421052631578
传媒	31706	传播媒介	605	52.40661157024793
传布	184	传播散布	9	20.444444444444443
伤亡	62726	受伤死亡	44	1425.590909090909
伤俘	1	受伤战俘	1	1.0
低俗	8368	低级庸俗	130	64.36923076923077
低幼	163	低龄幼儿	11	14.818181818181818
住总	626	住宅建设总公司	15	41.733333333333334
住读	148	住校读书	7	21.142857142857142
体专	1892	体育专科学校	10	189.2
体事	3762	体育赛事	4652	0.8086844368013758
体健	4174	身体健康	11315	0.36889085285019885
体协	9299	体育协会	2339	3.9756306113723814
体工	13919	体育工作	3023	4.604366523321204
体彩	2632	体育彩票	1857	1.4173397953688744
体改	3008	体制改革	46736	0.06436152002738788
体校	3834	体育学校	385	9.958441558441558
体检	21990	体格检查	434	50.66820276497696
体模	864	人体模型	124	6.967741935483871
体疗	123	体育医疗	45	2.7333333333333334
体表	15755	身体表面	62	254.11290322580646
体认	6256	体会认识	4	1564.0
体语	927	身体语言	174	5.327586206896552
体锻	298	体育锻炼	3966	0.0751386787695411
体院	1732	体育学院	2698	0.6419570051890289
余资	1173	剩余资金	265	4.426415094339623
佛协	477	佛教协会	2486	0.1918744971842317
佛联	57	佛教徒联谊会	7	8.142857142857142
作协	43366	作家协会	3825	11.33751633986928
作联	4802	香港作家联谊会	2	2401.0
作训	2217	作战训练	1130	1.9619469026548673
佳市	114	佳木斯市	1054	0.10815939278937381
例验	12	例行检验	17	0.7058823529411765
侗民	36	侗族人民	25	1.44
供卫	417	提供保卫	8	52.125
供市	1430	供应市场	557	2.5673249551166966
供毒	165	供应毒品	16	10.3125
供气	5696	供应煤气	19	299.7894736842105
供销	11149	供应和销售	54	206.46296296296296
侦办	9532	侦察办公室	38	250.8421052631579
侦处	48	侦查处理	20	2.4
侦悉	7	侦察获悉	5	1.4
侦技	42	侦察技术	64	0.65625
侦破	10379	侦查破案	318	32.638364779874216
侨商	2313	华侨商业银行	17	136.05882352941177
侨团	3145	华侨团体	194	16.211340206185568
侨联	6659	中华全国归国华侨联合会	276	24.1268115942029
侨胞	13745	侨居国外的同胞	1	13745.0
便民	7965	方便人民群众	147	54.183673469387756
促销	31983	促进销售	244	131.077868852459
俄专	1128	俄文专科学校	11	102.54545454545455
俄商	268	俄罗斯商人	237	1.130801687763713
俄城	32	俄国城市	4	8.0
俄航	1492	俄罗斯航空公司	179	8.335195530726256
俄队	152	俄国家队	34	4.470588235294118
保共	196	保加利亚共产党	30	6.533333333333333
保勤	61	保证出勤	3	20.333333333333332
保单	7856	保险单	678	11.587020648967552
保安	48299	保卫安全	22	2195.409090909091
保教	983	保育教育	110	8.936363636363636
保淡	17	保证淡季供应	2	8.5
保畜	311	保护牲畜	7	44.42857142857143
保盟	29	保卫中国同盟	57	0.5087719298245614
保联	604	保龄球联合会	42	14.380952380952381
保贷	185	担保贷款	2241	0.0825524319500223
保队	359	保加利亚队	2546	0.14100549882168106
信保	2394	信用保证	146	16.397260273972602
信访	26568	人民来信来访	47	565.2765957446809
信资	685	信托投资	797	0.8594730238393977
修宪	4371	修改宪法	2794	1.5644237652111668
修律	14	修订法律	82	0.17073170731707318
修护	354	修理维护	30	11.8
修章	10	修改章程	194	0.05154639175257732
修院	218	修道院	824	0.2645631067961165
倒汇	26	倒买倒卖外汇	6	4.333333333333333
倒烟	18	倒买倒卖卷烟	1	18.0
候检	488	等候检查	44	11.090909090909092
倡行	85	提倡推行	8	10.625
债信	1086	债务信用	116	9.362068965517242
债息	118	债券利息	218	0.5412844036697247
值守	2717	值班守护	20	135.85
值宿	27	值班住宿	1	27.0
停售	1815	停止销售	1136	1.5977112676056338
停捕	46	停止捕捞	23	2.0
停播	1181	停止播放	125	9.448
停检	38	停车检查	111	0.34234234234234234
停耕	31	停止耕种	10	3.1
停航	2963	停止航行	20	148.15
停赛	4187	停止比赛	160	26.16875
停运	5401	停止运输	14	385.7857142857143
健教	206	健康教育	5340	0.03857677902621723
健检	364	健康检查	1993	0.1826392373306573
傣医	53	傣族医学	1	53.0
储汇	119	储蓄和汇兑	1	119.0
储种	48	储蓄种类	19	2.526315789473684
储粮	1834	储存粮食	63	29.11111111111111
储血	68	储存血浆	3	22.666666666666668
储训	3	储备训练	11	0.2727272727272727
储贷	93	储蓄和贷款	26	3.576923076923077
储运	1884	储存运输	46	40.95652173913044
催票	587	催促投票	2	293.5
像带	170	录像带	5256	0.032343987823439876
僚气	45	官僚习气	90	0.5
僧尼	826	僧人和尼姑	1	826.0
儿保	697	儿童卫生保健	33	21.12121212121212
儿艺	994	儿童艺术	943	1.0540827147401908
儿麻	883	小儿麻痹症	1162	0.7598967297762479
元白	89	元稹和白居易	2	44.5
先模	79	先进模范	1101	0.07175295186194369
先登	1726	首先登场	138	12.507246376811594
光控	229	光线控制	8	28.625
光纤	5492	光导纤维	217	25.308755760368662
克军	6060	克罗地亚军队	358	16.92737430167598
克族	5886	克罗地亚族	540	10.9
克旗	511	克什克腾旗	302	1.6920529801324504
免刑	445	免予刑事处分	54	8.24074074074074
免检	1728	免予检查	8	216.0
免签	2771	免予签证	6	461.8333333333333
免职	7975	免去职务	188	42.420212765957444
免诉	166	免予起诉	178	0.9325842696629213
免责	1397	豁免责任	6	232.83333333333334
免验	221	免于检验	4	55.25
兑汇	1012	兑换外汇	102	9.92156862745098
党争	1327	党派争斗	26	51.03846153846154
党代	20104	党的代表	1071	18.77124183006536
党史	6543	党的历史	1605	4.076635514018691
党官	699	党内官员	15	46.6
党工	3175	党务工作	1544	2.0563471502590676
党建	15227	党的建设	18509	0.822680857960992
党章	7282	党的章程	208	35.00961538461539
党纪	11386	党的纪律	1959	5.812149055640633
党风	19494	党的作风	1489	13.092008059100067
入关	4633	加入关贸总协定组织	1	4633.0
全休	101	全日休息	1	101.0
全委	3887	全国委员会	9536	0.40761325503355705
全救	594	全国各界救国联合会	27	22.0
全民	57622	全体公民	978	58.918200408997954
全麻	225	全身麻醉	200	1.125
八五	16700	第八个五年	221	75.56561085972851
八办	47	八路军办事处	140	0.3357142857142857
八运	4844	第八届运动会	108	44.851851851851855
公交	49118	公共交通	12680	3.873659305993691
公关	12216	公共关系	2212	5.522603978300181
公决	10672	公众表决	2	5336.0
公出	1712	因公外出	79	21.670886075949365
公判	277	公开宣判	1420	0.19507042253521126
公卫	152	公共卫生	19283	0.007882590883161334
公厕	4302	公共厕所	1029	4.180758017492711
公审	488	公开审判	780	0.6256410256410256
公屋	1769	公共房屋	352	5.025568181818182
公德	3303	公共道德	348	9.491379310344827
公意	100	公民意愿	16	6.25
公投	22677	公民投票	3786	5.989698890649763
公捕	146	公开逮捕	67	2.1791044776119404
公援	3	公共援助金	10	0.3
公映	1470	公开放映	83	17.710843373493976
公校	289	公办学校	2389	0.12097111762243616
公残	4	因公致残	202	0.019801980198019802
公汽	193	公共汽车	8782	0.02197677066727397
公游	17	公费旅游	420	0.04047619047619048
公疗	34	公费医疗	1411	0.024096385542168676
公益	53287	公共利益	6768	7.8733747044917255
公贿	10	公款行贿	17	0.5882352941176471
公边	201	公安边防	4736	0.04244087837837838
公选	4682	公开选举	66	70.93939393939394
公铁	444	公路铁路	320	1.3875
六百	18866	第六百货	22	857.5454545454545
兰铁	428	兰州铁路	727	0.5887207702888583
共保	935	共同保护	501	1.8662674650698603
共军	275	共产党的军队	29	9.482758620689655
共商	5074	共同商议	214	23.710280373831775
共大	375	江西共产主义劳动大学	2	187.5
共市	74	欧洲共同市场	35	2.1142857142857143
共建	22980	共同建设	2629	8.740966146823887
共治	1207	共同治理	215	5.613953488372093
共盟	26	共产主义者联盟	30	0.8666666666666667
共管	8606	共同管理	882	9.757369614512472
共育	513	共同教育	25	20.52
共荣	1562	共同繁荣	9491	0.16457696765356652
共识	80018	共同的认识	110	727.4363636363636
共集	349	共同筹集	90	3.8777777777777778
关协	6396	关心下一代协会	47	136.08510638297872
关员	1958	海关人员	1936	1.0113636363636365
关检	1621	海关检查	317	5.113564668769716
关贸	3261	关税及贸易	242	13.475206611570249
关重	22709	关心重视	101	224.84158415841586
兴革	40	振兴改革	3	13.333333333333334
兵总	679	兵器工业总公司	148	4.587837837837838
兵暴	30	士兵暴动	1	30.0
养教	640	培养教育	626	1.0223642172523961
兽药	1837	兽用药	20	91.85
内供	1368	内部供应	14	97.71428571428571
内保	3653	单位内部的保卫	1	3653.0
内刊	173	内部刊物	169	1.0236686390532543
内处	1080	内部处理	182	5.934065934065934
内存	6662	内部存储器	1	6662.0
内审	726	内部审计	736	0.9864130434782609
内宾	118	国内宾客	4	29.5
内战	15790	国内战争	143	110.41958041958041
内报	1801	内部报纸	18	100.05555555555556
内控	2760	内部控制	1984	1.3911290322580645
内改	1417	内部管理体制改革	127	11.15748031496063
内斗	1239	内部争斗	84	14.75
内潜	229	内部潜力	260	0.8807692307692307
内贸	3904	对内贸易	11	354.90909090909093
内资	6779	国内资本	689	9.838896952104498
内退	716	内部退休	27	26.51851851851852
内销	5432	国内销售	1062	5.114877589453861
再障	50	再生障碍性贫血	346	0.14450867052023122
军仪	1444	军人仪表	14	103.14285714285714
军体	2195	军事体育	601	3.6522462562396005
军力	5394	军事力量	5437	0.9920912267794739
军品	2199	军用产品	58	37.91379310344828
军售	5469	军火销售	150	36.46
军地	12700	军队和地方	363	34.98622589531681
军基	18176	军事基地	10168	1.7875688434303698
军妓	133	随军妓女	82	1.6219512195121952
军婚	56	军人婚姻	30	1.8666666666666667
军属	3096	现役军人家属	25	123.84
军工	11695	军事工业	567	20.62610229276896
军干	929	军队干部	871	1.0665901262916189
军情	4570	军事情报	1393	3.280689160086145
军报	2247	解放军报	4150	0.5414457831325301
军控	3504	军备控制	709	4.942172073342737
军援	643	军事援助	1523	0.4221930400525279
军政	14667	军事和政治	298	49.218120805369125
军机	3634	军事机密	479	7.586638830897703
军检	754	军事检察院	347	2.1729106628242074
军民	23097	军队和人民	370	62.424324324324324
军管	381	军事管制	293	1.3003412969283277
军警	9299	军队警察	11	845.3636363636364
军训	5956	军事训练	16239	0.3667713529158199
军购	2696	军备购买	5	539.2
军贸	192	军火贸易	256	0.75
农专	603	农业专科学校	27	22.333333333333332
农中	226	农业中学	25	9.04
农军	182	农民自卫军	55	3.309090909090909
农函	4	农业函授	3	1.3333333333333333
农办	483	农业办公室	55	8.781818181818181
农化	413	农业化学	98	4.214285714285714
农医	27	农村医疗	1588	0.01700251889168766
农地	1737	农业用地	474	3.6645569620253164
农垦	4432	农业垦殖	7	633.1428571428571
农大	1720	农业大学	7021	0.24497934767127189
农委	2416	农业工作委员会	3	805.3333333333334
农居	223	农转居	83	2.6867469879518073
农展	333	农业展览会	29	11.482758620689655
农工	4015	农业和工业	264	15.208333333333334
农广	21	农业广播	96	0.21875
农影	5	农业电影制片厂	5	1.0
农房	1985	农民住房	320	6.203125
农技	4977	农业技术	5997	0.8299149574787393
农投	105	农业投资	985	0.1065989847715736
农推	76	农业技术推广	1611	0.04717566728739913
农改	100	农业改革	432	0.23148148148148148
农教	69	农村教育	2930	0.02354948805460751
农本	133	农业成本	70	1.9
农林	4880	农业和林业	119	41.00840336134454
农电	857	农村用电	360	2.3805555555555555
农科	6872	农业科学	2882	2.3844552394170715
农经	1177	农业经济	2201	0.5347569286687869
农话	234	农村电话	356	0.6573033707865169
农负	165	农民负担	10701	0.015419119708438464
农贷	850	农业贷款	939	0.9052183173588925
农资	12388	农业生产资料	2282	5.428571428571429
农运	3874	农民运动	1625	2.384
农金	219	农村金融	5569	0.03932483390195726
农院	42	农业学院	52	0.8076923076923077
农险	527	农业保险	2515	0.2095427435387674
冬泳	2227	冬季游泳	15	148.46666666666667
冬炼	1	冬季体育锻炼	18	0.05555555555555555
冬训	4681	冬季训练	134	34.93283582089552
冬运	4003	冬季运输	32	125.09375
冬麦	1410	越冬小麦	12	117.5
冰协	240	冰球协会	252	0.9523809523809523
冰啤	49	冰镇啤酒	51	0.9607843137254902
冰期	653	冰川时期	76	8.592105263157896
冰联	244	冰球联合会	41	5.951219512195122
冲关	372	冲破关卡	3	124.0
冲扩	33	冲洗扩印	1	33.0
冲放	16	冲洗放大	8	2.0
冶制	6	冶炼制造	1	6.0
冷项	13	冷门项目	187	0.06951871657754011
准播	32	准许播放	2	16.0
准购	473	批准购买	48	9.854166666666666
凌虐	487	凌辱与虐待	1	487.0
减亏	2286	减少亏损	237	9.645569620253164
减产	15863	减少产量	179	88.62011173184358
减免	19056	减少和免除	1	19056.0
减员	3073	裁减工作人员	9	341.44444444444446
减薪	3624	减少薪资	3	1208.0
减让	633	减税让利	167	3.7904191616766467
减负	5491	减轻学生过重课业负担	44	124.79545454545455
减资	352	减少资本	101	3.485148514851485
出访	20919	出国访问	876	23.88013698630137
函大	147	函授大学	191	0.7696335078534031
函校	3	函授学校	56	0.05357142857142857
函院	1	函授学院	153	0.006535947712418301
分获	15002	分别获得	7481	2.005346878759524
切宫	14	切除子宫	96	0.14583333333333334
刊大	100	刊授大学	8	12.5
刊播	1161	刊登和广播	2	580.5
刑侦	5349	刑事侦查	673	7.947994056463596
刑庭	1042	刑事法庭	2144	0.48600746268656714
刑拘	3049	刑事拘留	7399	0.4120827138802541
刑案	2414	刑事案件	10466	0.23065163386202941
刑科	31	刑事检察科	3	10.333333333333334
刑警	9094	刑事警察	238	38.21008403361345
刑责	1083	刑事责任	12747	0.08496116733349024
刑辩	177	刑事辩护	227	0.7797356828193832
刑释	199	刑满释放	1063	0.187206020696143
列检	427	列车检查	10	42.7
刘邓	370	刘少奇邓小平	2	185.0
创利	2756	创造利润	238	11.579831932773109
创意	40508	创新意识	2032	19.93503937007874
创汇	14164	创收外汇	12	1180.3333333333333
创演	145	创作和演出	181	0.8011049723756906
创议	78	创新建议	18	4.333333333333333
初中	24939	初级中学	771	32.34630350194553
初小	217	初级小学	29	7.482758620689655
初师	10	初级师范学校	3	3.3333333333333335
初教	417	初等教育	585	0.7128205128205128
初评	1165	初次评选	2	582.5
初选	14893	初步评选	14	1063.7857142857142
判监	1753	判处监禁	220	7.968181818181818
利废	171	利用废物	25	6.84
利税	16018	利润和税金	43	372.51162790697674
制宪	6660	制定宪法	177	37.6271186440678
制播	488	制作和播出	78	6.256410256410256
制程	902	制造过程	446	2.022421524663677
制衡	3402	控制平衡	13	261.6923076923077
券商	24940	证券商	472	52.83898305084746
削支	13	削减开支	1129	0.011514614703277236
削权	54	削弱权力	2	27.0
前总	45492	前线总指挥部	53	858.3396226415094
前指	4080	前线指挥部	1034	3.9458413926499034
前话	71	前进话剧团	2	35.5
剑校	35	击剑学校	12	2.9166666666666665
剖验	159	解剖检验	111	1.4324324324324325
剧专	336	戏剧专科学校	16	21.0
剧评	267	戏剧评论	118	2.26271186440678
副贴	4	副食品价格补贴	10	0.4
劝退	820	劝说退出	2	410.0
办复	707	办理并答复	11	64.27272727272727
办展	1292	举办展览	841	1.5362663495838287
办文	2156	办理文件	9	239.55555555555554
办证	4398	办理公证事务	3	1466.0
加保	2478	加入保险	40	61.95
加姐	17	加拿大小姐	36	0.4722222222222222
加幅	656	增加幅度	703	0.9331436699857752
加护	1662	加强护理	46	36.130434782608695
加航	1326	加拿大航空公司	222	5.972972972972973
劣品	45	劣质商品	146	0.3082191780821918
动因	3551	动机原因	1	3551.0
动效	3357	动作效果	16	209.8125
动检	1350	动物检疫	409	3.3007334963325183
动植	10875	动物植物	31	350.80645161290323
动源	172	动力源	1047	0.16427889207258833
动迁	2798	动员搬迁	21	133.23809523809524
助教	2953	助理教师	7	421.85714285714283
助查	1099	协助调查	1920	0.5723958333333333
助研	595	助理研究员	499	1.1923847695390781
助编	77	助理编辑	57	1.3508771929824561
助耕	116	帮助耕种	5	23.2
助选	2584	辅助选举	3	861.3333333333334
劫匪	4382	抢劫的匪徒	8	547.75
