short_form,short_count,long_form,long_count,short_long_ratio
中知,655,中级知识分子,23,28.47826086956522
中秘,1491,中文秘书,21,71
中老,8197,中年老年,2,4098.5
中职,3670,中级职称,363,10.110192837465563
临工,274,临时工,3478,0.07878090856814261
主创,34363,主要创作,56,613.625
主政,13847,主持政务,8,1730.875
主礼,878,主持典礼,39,22.512820512820515
主计,3000,主任会计,19,157.89473684210526
举证,3660,举例证明,16,228.75
义演,2900,义务演出,120,24.166666666666668
义警,164,义务警察,10,16.4
义诊,2875,义务诊治,28,102.67857142857144
乒球,202,乒乓球,34669,0.00582653090657359
乔灌,216,乔木灌木,11,19.636363636363637
乘警,1370,乘务警察,1,1370
乡企,572,乡镇企业,31019,0.01844031077726555
乡医,471,乡村医学,3,157
乡府,2,乡政府,5419,3.6907178446207e-4
书刊,3885,图书和期刊,18,215.83333333333337
书展,8744,书法作品展览,25,349.76
书画,23154,书法和绘画,109,212.42201834862385
争创,4339,争取创建,12,361.5833333333333
争办,888,争取承办,30,29.6
二轻,694,第二轻工业,7,99.14285714285714
五小,1544,第五小学,124,12.451612903225806
亚裔,11444,亚洲人后裔,5,2288.8
交市,752,交易市场,10903,0.0689718426121251
交投,4223,交易投资,79,53.45569620253165
交警,33257,交通警察,1428,23.28921568627451
交运,2246,交通运输,27503,0.08166381849252809
交长,59,交通部长,2916,0.02023319615912208
产学,6093,生产和教学,9,677
产研,1672,生产研究,98,17.06122448979592
产险,3210,产品险,2,1605
京昆,695,京剧和昆剧,5,139
京棉,25,北京棉纺厂,1,25
京菜,222,北京菜系,3,74
京郊,3827,北京市郊区,70,54.67142857142857
亲美,1093,亲信美国,1,1093
亲邻,83,亲朋邻居,2,41.5
人卫,1669,人民卫生,117,14.264957264957266
人均,97603,每人平均,429,227.51282051282053
人教,3042,人事教育,103,29.533980582524272
人流,15325,人工流产,560,27.366071428571427
人艺,3575,人民艺术剧院,226,15.81858407079646
从影,758,从事电影工作,20,37.9
从政,18030,从事政务,5,3606
从教,4480,从事教育工作,411,10.900243309002432
从艺,1118,从事艺术工作,44,25.40909090909091
仓容,562,仓库容量,6,93.66666666666669
仓租,10,仓库租金,9,1.1111111111111112
仔裤,6,牛仔裤,2366,0.00253592561284869
代培,459,代为培养,10,45.9
代耕,252,代为耕种,2,126
代营,415,代为经营,13,31.923076923076923
代训,404,代替训练,6,67.33333333333333
代销,2219,代理与销售,1,2219
任免,7817,任命和免职,13,601.3076923076923
仿冒,2108,仿制假冒,4,527
企改,2911,企业综合改革,8,363.875
企标,8,企业标准,496,0.01612903225806451
企登,19,企业登记,1184,0.01604729729729729
企管,334,企业管理,9619,0.03472294417299095
休干,5465,离休退休干部,241,22.676348547717843
优才,517,优秀人才,8016,0.06449600798403193
优教,215,优秀教师,2453,0.08764777823073787
优用,17,优先使用,381,0.04461942257217848
优种,242,优良品种,2669,0.0906706631697265
优稿,9,优秀稿件,39,0.2307692307692308
优诊,24,优先诊疗,1,24
优遇,26,优惠待遇,1060,0.02452830188679245
伙委,6,伙食委员,7,0.8571428571428571
伙补,1,伙食补贴,159,0.00628930817610062
会商,9149,会谈商讨,17,538.1764705882352
会审,11254,会同审查,18,625.2222222222222
会展,19684,会议及展览,149,132.10738255033556
会所,12525,聚会场所,124,101.00806451612904
会统,4912,会计统计,7,701.7142857142857
会董,4782,总会董事,19,251.68421052631575
传媒,31706,传播媒介,605,52.40661157024793
传布,184,传播散布,9,20.444444444444443
伤亡,62726,受伤死亡,44,1425.590909090909
伤俘,1,受伤战俘,1,1
低俗,8368,低级庸俗,130,64.36923076923077
低幼,163,低龄幼儿,11,14.818181818181818
住总,626,住宅建设总公司,15,41.733333333333334
住读,148,住校读书,7,21.142857142857142
体专,1892,体育专科学校,10,189.2
体改,3008,体制改革,46736,0.06436152002738788
体检,21990,体格检查,434,50.66820276497696
体表,15755,身体表面,62,254.1129032258065
体认,6256,体会认识,4,1564
体锻,298,体育锻炼,3966,0.0751386787695411
佛联,57,佛教徒联谊会,7,8.142857142857142
作协,43366,作家协会,3825,11.33751633986928
作联,4802,香港作家联谊会,2,2401
供卫,417,提供保卫,8,52.125
供毒,165,供应毒品,16,10.3125
供气,5696,供应煤气,19,299.7894736842105
供销,11149,供应和销售,54,206.46296296296296
侦办,9532,侦察办公室,38,250.8421052631579
侦悉,7,侦察获悉,5,1.4
侦破,10379,侦查破案,318,32.638364779874216
侨商,2313,华侨商业银行,17,136.05882352941177
侨团,3145,华侨团体,194,16.211340206185568
侨联,6659,中华全国归国华侨联合会,276,24.1268115942029
侨胞,13745,侨居国外的同胞,1,13745
便民,7965,方便人民群众,147,54.18367346938776
促销,31983,促进销售,244,131.077868852459
俄专,1128,俄文专科学校,11,102.54545454545456
俄城,32,俄国城市,4,8
保勤,61,保证出勤,3,20.333333333333332
保单,7856,保险单,678,11.587020648967552
保安,48299,保卫安全,22,2195.409090909091
保淡,17,保证淡季供应,2,8.5
保畜,311,保护牲畜,7,44.42857142857143
保联,604,保龄球联合会,42,14.38095238095238
保贷,185,担保贷款,2241,0.0825524319500223
信保,2394,信用保证,146,16.397260273972602
信访,26568,人民来信来访,47,565.2765957446809
修护,354,修理维护,30,11.8
修章,10,修改章程,194,0.05154639175257732
倒汇,26,倒买倒卖外汇,6,4.333333333333333
倒烟,18,倒买倒卖卷烟,1,18
候检,488,等候检查,44,11.090909090909092
倡行,85,提倡推行,8,10.625
值守,2717,值班守护,20,135.85
值宿,27,值班住宿,1,27
停耕,31,停止耕种,10,3.1
停航,2963,停止航行,20,148.15
停赛,4187,停止比赛,160,26.16875
停运,5401,停止运输,14,385.7857142857143
健教,206,健康教育,5340,0.03857677902621723
傣医,53,傣族医学,1,53
储汇,119,储蓄和汇兑,1,119
储粮,1834,储存粮食,63,29.11111111111111
储血,68,储存血浆,3,22.666666666666668
储训,3,储备训练,11,0.2727272727272727
储运,1884,储存运输,46,40.95652173913044
催票,587,催促投票,2,293.5
像带,170,录像带,5256,0.03234398782343987
僧尼,826,僧人和尼姑,1,826
儿保,697,儿童卫生保健,33,21.12121212121212
元白,89,元稹和白居易,2,44.5
先模,79,先进模范,1101,0.07175295186194369
先登,1726,首先登场,138,12.507246376811594
光控,229,光线控制,8,28.625
光纤,5492,光导纤维,217,25.308755760368665
克军,6060,克罗地亚军队,358,16.92737430167598
克族,5886,克罗地亚族,540,10.9
免检,1728,免予检查,8,216
免签,2771,免予签证,6,461.8333333333333
免职,7975,免去职务,188,42.42021276595744
免责,1397,豁免责任,6,232.83333333333337
免验,221,免于检验,4,55.25
党争,1327,党派争斗,26,51.03846153846154
党代,20104,党的代表,1071,18.77124183006536
党官,699,党内官员,15,46.6
党章,7282,党的章程,208,35.00961538461539
党风,19494,党的作风,1489,13.092008059100069
入关,4633,加入关贸总协定组织,1,4633
全休,101,全日休息,1,101
全救,594,全国各界救国联合会,27,22
全民,57622,全体公民,978,58.918200408997954
八五,16700,第八个五年,221,75.56561085972851
八运,4844,第八届运动会,108,44.851851851851855
公决,10672,公众表决,2,5336
公出,1712,因公外出,79,21.670886075949365
公卫,152,公共卫生,19283,0.00788259088316133
公援,3,公共援助金,10,0.3
公映,1470,公开放映,83,17.710843373493976
公残,4,因公致残,202,0.0198019801980198
公汽,193,公共汽车,8782,0.02197677066727397
公游,17,公费旅游,420,0.04047619047619048
公疗,34,公费医疗,1411,0.02409638554216867
公贿,10,公款行贿,17,0.5882352941176471
公边,201,公安边防,4736,0.04244087837837838
公选,4682,公开选举,66,70.93939393939394
六百,18866,第六百货,22,857.5454545454545
共商,5074,共同商议,214,23.710280373831775
共大,375,江西共产主义劳动大学,2,187.5
共育,513,共同教育,25,20.52
共识,80018,共同的认识,110,727.4363636363636
关协,6396,关心下一代协会,47,136.08510638297872
关贸,3261,关税及贸易,242,13.475206611570249
关重,22709,关心重视,101,224.84158415841583
兴革,40,振兴改革,3,13.333333333333334
兵暴,30,士兵暴动,1,30
兽药,1837,兽用药,20,91.85
内供,1368,内部供应,14,97.71428571428572
内保,3653,单位内部的保卫,1,3653
内存,6662,内部存储器,1,6662
内宾,118,国内宾客,4,29.5
内战,15790,国内战争,143,110.4195804195804
内报,1801,内部报纸,18,100.05555555555556
内改,1417,内部管理体制改革,127,11.15748031496063
内斗,1239,内部争斗,84,14.75
内贸,3904,对内贸易,11,354.90909090909093
内退,716,内部退休,27,26.51851851851852
军仪,1444,军人仪表,14,103.14285714285714
军品,2199,军用产品,58,37.91379310344828
军售,5469,军火销售,150,36.46
军地,12700,军队和地方,363,34.98622589531681
军属,3096,现役军人家属,25,123.84
军工,11695,军事工业,567,20.62610229276896
军政,14667,军事和政治,298,49.218120805369125
军民,23097,军队和人民,370,62.42432432432432
军警,9299,军队警察,11,845.3636363636364
军购,2696,军备购买,5,539.2
农专,603,农业专科学校,27,22.333333333333332
农函,4,农业函授,3,1.3333333333333333
农医,27,农村医疗,1588,0.01700251889168766
农垦,4432,农业垦殖,7,633.1428571428571
农委,2416,农业工作委员会,3,805.3333333333334
农展,333,农业展览会,29,11.482758620689657
农工,4015,农业和工业,264,15.208333333333334
农影,5,农业电影制片厂,5,1
农推,76,农业技术推广,1611,0.04717566728739913
农教,69,农村教育,2930,0.02354948805460751
农林,4880,农业和林业,119,41.00840336134454
农负,165,农民负担,10701,0.01541911970843846
农金,219,农村金融,5569,0.03932483390195726
冬泳,2227,冬季游泳,15,148.46666666666667
冬炼,1,冬季体育锻炼,18,0.05555555555555555
冬训,4681,冬季训练,134,34.93283582089552
冬运,4003,冬季运输,32,125.09375
冬麦,1410,越冬小麦,12,117.5
冲关,372,冲破关卡,3,124
冲扩,33,冲洗扩印,1,33
冲放,16,冲洗放大,8,2
冶制,6,冶炼制造,1,6
冷项,13,冷门项目,187,0.06951871657754011
准播,32,准许播放,2,16
凌虐,487,凌辱与虐待,1,487
减产,15863,减少产量,179,88.62011173184358
减免,19056,减少和免除,1,19056
减员,3073,裁减工作人员,9,341.44444444444446
减薪,3624,减少薪资,3,1208
减负,5491,减轻学生过重课业负担,44,124.79545454545456
出访,20919,出国访问,876,23.88013698630137
函校,3,函授学校,56,0.05357142857142857
函院,1,函授学院,153,0.0065359477124183
刊大,100,刊授大学,8,12.5
刊播,1161,刊登和广播,2,580.5
刑科,31,刑事检察科,3,10.333333333333334
刑警,9094,刑事警察,238,38.21008403361345
刑责,1083,刑事责任,12747,0.08496116733349024
列检,427,列车检查,10,42.7
刘邓,370,刘少奇邓小平,2,185
创利,2756,创造利润,238,11.579831932773107
创意,40508,创新意识,2032,19.93503937007874
创汇,14164,创收外汇,12,1180.3333333333333
初中,24939,初级中学,771,32.34630350194553
初师,10,初级师范学校,3,3.3333333333333335
初评,1165,初次评选,2,582.5
初选,14893,初步评选,14,1063.7857142857142
利税,16018,利润和税金,43,372.51162790697674
制宪,6660,制定宪法,177,37.6271186440678
制衡,3402,控制平衡,13,261.6923076923077
券商,24940,证券商,472,52.83898305084746
削支,13,削减开支,1129,0.01151461470327723
削权,54,削弱权力,2,27
前总,45492,前线总指挥部,53,858.3396226415094
前话,71,前进话剧团,2,35.5
剧专,336,戏剧专科学校,16,21
副贴,4,副食品价格补贴,10,0.4
劝退,820,劝说退出,2,410
办复,707,办理并答复,11,64.27272727272727
办文,2156,办理文件,9,239.55555555555551
办证,4398,办理公证事务,3,1466
加保,2478,加入保险,40,61.95
加护,1662,加强护理,46,36.130434782608695
动因,3551,动机原因,1,3551
动效,3357,动作效果,16,209.8125
动植,10875,动物植物,31,350.80645161290323
动迁,2798,动员搬迁,21,133.23809523809524
助教,2953,助理教师,7,421.8571428571428
助耕,116,帮助耕种,5,23.2
助选,2584,辅助选举,3,861.3333333333334
劫匪,4382,抢劫的匪徒,8,547.75
劫机,4460,劫持飞机,267,16.704119850187265
劳军,204,慰劳军队,2,102
劳团,36,香港劳工团体,4,9
劳培,1,劳务培训,63,0.01587301587301587
劳效,24,劳动效率,258,0.09302325581395347
劳资,5332,劳方和资方,25,213.28
劳酬,21,劳动报酬,3778,0.00555849655902594
劳雇,29,劳工和雇主,3,9.666666666666666
勘景,26,勘查外景,1,26
勘检,8,勘查检验,6,1.3333333333333333
勘测,4313,勘查测量,3,1437.6666666666667
包产,1529,承包产量,7,218.42857142857144
包建,438,承包兴建,11,39.81818181818182
包钢,2163,包头钢铁公司,117,18.487179487179485
匈共,8,匈牙利共产党,7,1.1428571428571428
化医,3787,化学医学,4,946.75
化工,62792,化学工业,2401,26.152436484798
化探,446,化学勘探,7,63.714285714285715
化校,393,化学工业学校,1,393
化物,4925,化学物理,221,22.285067873303166
化疗,3966,化学药物治疗,11,360.54545454545456
化纤,4517,化学纤维,348,12.979885057471265
化肥,20445,化学肥科,1,20445
化防,1269,化学防治,87,14.586206896551724
北医,1122,北京医学院,42,26.714285714285715
北无,252,北京无线电,23,10.956521739130435
北汽,4416,北京汽车制造厂,56,78.85714285714286
北空,678,北京军区空军部队,5,135.6
匪特,26,土匪和特务,1,26
区县,23830,区或县,20,1191.5
区局,5597,香港区域市政局,22,254.4090909090909
区调,3926,区域地质调查,158,24.848101265822784
医专,1494,医学专科学校,49,30.489795918367346
医具,12,医疗器具,120,0.1
医卫,2477,医疗卫生,26333,0.09406448182888393
医患,3833,医生患者,9,425.8888888888889
医械,31,医疗器械,8287,0.00374079884155906
升幅,15646,上升幅度,1507,10.382216323822163
升贬,37,升值和贬值,10,3.7
午休,2037,午间休息,39,52.23076923076923
午宴,1948,中午举行的宴会,1,1948
华大,21531,华东军政大学,19,1133.2105263157894
华航,4945,台湾中华航空公司,161,30.714285714285715
华裔,36574,华人后裔,100,365.74
华视,1635,中华电视台,51,32.05882352941177
华资,777,华人资金,13,59.76923076923077
协办,7920,协助举办,81,97.77777777777776
协勤,272,协助勤务,1,272
协捕,3,协助追捕,43,0.06976744186046512
协查,1274,协同侦查,5,254.8
单产,5477,单位面积产量,383,14.300261096605745
单宿,1,单身宿舍,131,0.00763358778625954
南共,5449,南斯拉夫共产党,17,320.52941176470586
南化,569,南京化学工业公司,25,22.76
南商,2213,南洋商业银行,204,10.848039215686274
南工,1938,南京工学院,25,77.52
南模,286,上海南洋模范中学,25,11.44
南空,694,南京军区空军部队,4,173.5
卡带,254,卡式磁带,3,84.66666666666667
卫勤,2482,卫生和后勤,3,827.3333333333334
卫协,151,卫生工作者协会,5,30.2
卫护,128,捍卫保护,1,128
卫检,180,卫生检疫,1835,0.09809264305177112
印厂,113,印刷厂,1946,0.05806783144912641
危改,747,危旧房屋改造,33,22.636363636363637
原辅,794,原料辅料,6,132.33333333333334
厦府,2,厦门政府,13,0.15384615384615383
县中,4812,县立中学,23,209.2173913043478
参储,9,参加储蓄,23,0.391304347826087
参展,40669,参加展览,487,83.50924024640658
参战,5680,参加作战,82,69.26829268292683
参政,15068,参与政务,14,1076.2857142857142
参股,7613,参加股份,8,951.625
参茸,233,人参鹿茸,3,77.66666666666667
参评,2969,参加评比,55,53.981818181818184
参赛,103538,参加比赛,10212,10.1388562475519
参选,38152,参加选举,1476,25.848238482384826
友联,1490,友好联合会,97,15.360824742268042
友赛,46,友谊赛,7342,0.00626532280032688
反修,69,反对修正主义,3,23
反共,974,反对共产党,42,23.19047619047619
反奸,16,反对汉奸,1,16
反标,26,反动标语,10,2.6
反毒,2958,反对毒品,87,34
反猎,9,反对狩猎,3,3
反美,8333,反对美帝国主义,15,555.5333333333333
反贪,6630,反对贪污,93,71.29032258064517
反霸,195,反对恶霸,1,195
反黑,687,反击黑社会,1,687
发照,303,发给执照,13,23.307692307692307
发钞,627,发行钞票,39,16.076923076923077
受援,3191,接受援助,304,10.49671052631579
受让,3298,接受转让,15,219.86666666666667
受访,40142,接受访问,2668,15.045727136431784
受赠,1104,接受馈赠,51,21.647058823529413
口讯,43,口语资讯,1,43
古塑,2,古代雕塑作品,4,0.5
古建,7224,古代建筑,702,10.290598290598291
台剧,2496,台湾戏剧,98,25.46938775510204
台商,46798,台湾商人,380,123.15263157894736
台特,1242,台湾特务,19,65.36842105263158
台盟,3876,台湾民主自治同盟,376,10.308510638297872
台糖,279,台湾糖业公司,10,27.9
台联,10213,台湾同胞联谊会,707,14.445544554455443
台股,4632,台湾股票,56,82.71428571428571
台肥,94,台湾肥料公司,2,47
台蕉,7,台湾香蕉,245,0.02857142857142857
台资,25801,台湾资金,114,226.32456140350877
台轮,1515,台湾轮船,26,58.26923076923077
史地,2638,历史和地理,149,17.70469798657718
史训,11,历史教训,886,0.01241534988713318
叶贺,6,叶挺和贺龙,2,3
合堵,10,联合堵截,9,1.1111111111111112
合拍,2518,联合拍摄,208,12.10576923076923
合演,6621,合作演出,352,18.80965909090909
合纤,116,人工合成纤维,3,38.666666666666664
合练,2080,联合排练,4,520
合资,52844,联合投资,1214,43.52883031301483
同比,173308,同期相比,10304,16.81948757763975
名医,11017,著名医生,79,139.45569620253164
名厨,1043,著名厨师,35,29.8
名品,8352,著名商品,25,334.08
名模,3090,著名模特儿,8,386.25
名片,8365,著名影片,66,126.74242424242424
名票,374,著名票友,4,93.5
名记,7944,著名记者,378,21.015873015873016
后市,11495,后期市场,165,69.66666666666667
吧台,689,酒吧台,14,49.214285714285715
吸储,345,吸引储户,23,15
吸纳,15072,吸收接纳,3,5024
告申,237,告诉申诉,18,13.166666666666666
员工,116560,职员和工人,4,29140
员生,3660,教员和学生,12,305
员额,1325,人员数额,15,88.33333333333333
和会,7243,和平谈判会议,5,1448.6
和大,53805,保卫世界和平大会,8,6725.625
和洽,623,和睦融洽,17,36.64705882352941
和运,22226,和平运动,278,79.94964028776978
和黄,10415,香港和记黄埔有限公司,24,433.9583333333333
咳喘,143,咳嗽哮喘,3,47.666666666666664
咸政,4,咸阳政府,1,4
品管,4914,品质管理,255,19.270588235294117
哈飞,1379,哈尔滨飞机制造公司,100,13.79
哲社,12,哲学社会科学,3391,0.00353877912120318
唱协,61,香港国际唱片业协会,2,30.5
商专,430,商业专科学校,7,61.42857142857143
商事,3224,商业事务,146,22.08219178082192
商储,51,商品储运,2,25.5
商况,2,商业情况,32,0.0625
商办,748,商务办事处,57,13.12280701754386
商战,866,商业战争,8,108.25
商机,24539,商业机械,22,1115.409090909091
商游,53,商业旅游业,5,10.6
商界,20930,商业界,836,25.035885167464116
商管,5640,商业管理,516,10.930232558139537
商粮,50,商品粮,3527,0.01417635384179189
商贸,19421,商业贸易,667,29.116941529235383
商院,15,商学院,5530,0.0027124773960217
四大,50981,第四次全国代表大会,138,369.42753623188406
四纵,579,第四纵队,50,11.58
回瞻,9,回顾与瞻望,3,3
回邮,113,回寄邮资,1,113
团官,2886,团级军官,10,288.6
围协,53,围棋协会,908,0.05837004405286344
国优,6625,国家级优质产品,4,1656.25
国保,8279,国家重点文物保护,459,18.03703703703704
国合,9707,国营商业和供销合作社,15,647.1333333333333
国大,74416,国民代表大会,100,744.16
国姐,56,国家小姐,4,14
国小,5295,国立小学,20,264.75
国府,191,国民政府,1998,0.0955955955955956
国投,15646,国际信托投资公司,831,18.82791817087846
国片,107,国产影视片,7,15.285714285714286
国罗,589,国语罗马字,10,58.9
国联,19871,国际联盟,410,48.46585365853659
国贴,29,国家发放的政府特殊津贴,4,7.25
图品,12,图书制品,6,2
图文,4703,图像和文字,36,130.63888888888889
图联,739,国际图书馆协会联合会,33,22.39393939393939
土共,56,土耳其共产党,4,14
土化,2797,土壤化学,28,99.89285714285714
土发,609,香港土地发展公司,1,609
土建,3049,土木建筑,237,12.864978902953586
土管,701,土地管理,7329,0.09564742802565152
土肥,433,土壤和肥料,8,54.125
在培,4980,在职培训,484,10.289256198347108
地产,285646,土地资产,507,563.4043392504931
地大,12440,地质大学,969,12.83797729618163
地工,11388,地下工作,536,21.246268656716417
地测,1354,地质测量,91,14.87912087912088
地磁,722,地球磁性,4,180.5
地表,28887,地球表面,1125,25.677333333333333
地铁,54566,地下铁路,179,304.83798882681566
地院,3755,地质学院,175,21.457142857142856
均数,2730,平均数量,40,68.25
均高,2998,平均高度,132,22.71212121212121
坑农,992,坑害农民,98,10.122448979591836
坦承,10067,坦白承认,37,272.0810810810811
垒联,11,垒球联合会,8,1.375
城乡,94089,城市和乡村,437,215.3066361556064
城理,34,香港城市理工大学,4,8.5
城贸,50,城市贸易,9,5.555555555555555
城镇,101285,城市和集镇,9,11253.888888888889
城防,442,城市防卫,17,26
城隧,7,城市隧道,18,0.3888888888888889
培干,19,培养干部,397,0.047858942065491183
培训,210541,培养和训练,94,2239.7978723404253
基教,472,基础教育,8546,0.05523051720102972
塑化,348,塑料化工,31,11.225806451612904
塑瓶,41,塑料瓶,882,0.04648526077097505
塑膜,38,塑料薄膜,588,0.06462585034013606
增产,26665,增加产量,764,34.90183246073298
增建,3101,增加建立,10,310.1
增盈,2917,增加盈利,128,22.7890625
增补,2805,增加补充,35,80.14285714285714
墨城,317,墨西哥城,7525,0.04212624584717608
壁总,7,香港壁球总会,22,0.3181818181818182
声像,718,声音图像,15,47.86666666666667
声控,408,声音控制,15,27.2
声韵,103,声母韵母,2,51.5
备耕,1966,准备耕种,3,655.3333333333334
夏休,101,夏季休养,1,101
夏征,153,夏季征收,3,51
外专,5862,外语专科学校,4,1465.5
外债,11034,外国债务,8,1379.25
外刊,212,境外期刊,3,70.66666666666667
外劳,3666,外地劳工,93,39.41935483870968
外商,54730,外国商人,230,237.95652173913044
外存,500,外部存储器,3,166.66666666666666
外宾,3566,外国来宾,92,38.76086956521739
外币,11430,外国货币,164,69.6951219512195
外报,3141,境外报纸,16,196.3125
外排,1177,向外排水,25,47.08
外援,18079,外来援助,136,132.93382352941177
外游,15553,出外旅游,288,54.00347222222222
外策,109,外交政策,17615,0.00618790803292648
外籍,20920,外国国籍,415,50.40963855421687
外资,121907,外国资本,982,124.14154786150714
外运,5743,对外运输,48,119.64583333333331
夜航,958,夜间航行,53,18.07547169811321
夜运,191,夜间运输,10,19.1
大一,21598,大学一年级,256,84.3671875
大专,15097,大学专科,253,59.67193675889328
大巴,9176,大型巴士,52,176.46153846153845
天启,1690,上天的启示,2,845
太地,279,香港太古地产有限公司,1,279
太煤,4,太原煤矿,6,0.6666666666666666
失政,226,失掉政权,3,75.33333333333333
夹屋,36,夹心阶层房屋,4,9
契税,3620,契约税,6,603.3333333333334
奖助,768,奖励和赞助,5,153.6
奖惩,4785,奖励和惩罚,19,251.8421052631579
套现,6851,套取现金,237,28.90717299578059
奥星,184,奥林匹克希望之星,1,184
奥运,707758,奥林匹克运动,8762,80.77585026249714
女小,776,女子小学,37,20.972972972972972
女排,32732,女子排球,1376,23.787790697674417
女探,74,女警探,1,74
女装,1966,女子服装,11,178.72727272727272
女车,2882,女式自行车,11,262
女青,4710,香港基督教女青年会,23,204.7826086956522
妇代,52,妇女代表,1666,0.03121248499399759
妇保,417,妇女儿童保护,37,11.27027027027027
妇协,196,香港妇女协会,2,98
妇婴,370,妇女和婴儿,21,17.61904761904762
妇幼,5006,妇女和幼儿,3,1668.6666666666667
妇运,50,妇女运动,871,0.0574052812858783
委购,7,委托收购,26,0.2692307692307692
委贷,6,委托贷款,468,0.01282051282051282
娱记,132,娱乐新闻记者,1,132
婚书,181,结婚登记书,2,90.5
婚俗,2130,结婚的习俗,5,426
婚庆,3445,结婚庆典,61,56.47540983606557
婚恋,2955,结婚恋爱,1,2955
婚检,1326,婚前身体检查,2,663
婚管,6,婚姻管理,101,0.0594059405940594
婚育,1343,结婚生育,105,12.790476190476191
孔墨,2,孔子和墨子,1,2
孔孟,495,孔子和孟子,16,30.9375
孕产,2931,孕妇产妇,8,366.375
存储,10602,存款和储蓄,22,481.90909090909093
存续,1581,存在延续,2,790.5
孙大,1696,孙逸仙大学,1,1696
孤寡,2990,孤儿寡妇,21,142.38095238095238
学则,1069,学生守则,94,11.372340425531917
学协,1486,学生界救亡协会,2,743
学童,3509,上学的儿童,39,89.97435897435898
学陶,43,学习陶行知,6,7.166666666666667
宇联,41,宇宙航行联合会,2,20.5
宇航,30774,宇宙航行,49,628.0408163265306
守时,991,遵守时间,31,31.967741935483872
守防,773,守卫边防,19,40.68421052631579
安内,903,安定门内,25,36.12
安和,6953,安定祥和,266,26.139097744360903
安外,441,安定门外,37,11.91891891891892
安大,6678,安徽大学,584,11.434931506849315
安影,101,安徽电影制片厂,3,33.666666666666664
官兵,201001,军官和士兵,208,966.3509615384615
官小,673,官立小学,28,24.035714285714285
定岗,1187,确定工作岗位,9,131.88888888888889
定点,18613,确定地点,24,775.5416666666666
定编,1190,确定人员编制,7,170
宝钢,12896,宝山钢铁集团,43,299.90697674418607
实务,2668,实际事务,22,121.27272727272728
实态,706,实际状态,54,13.074074074074074
实测,1425,实地测量,108,13.194444444444445
实绩,4119,实际业绩,79,52.139240506329124
实训,2153,实验和培训,2,1076.5
实龄,2,实足年龄,12,0.16666666666666666
审俘,2,审讯俘虏,17,0.1176470588235294
审干,17,审查干部,5,3.4
审批,60904,审查批准,920,66.2
审稿,1045,审阅稿件,4,261.25
